codigo_ocorrencia1;ocorrencia_tipo;taxonomia_tipo_icao
44983;PERDA DE CONTROLE NO SOLO;LOC-G
44977;POUSO LONGO;RE
44975;POUSO BRUSCO;ARC
44974;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44969;PERDA DE CONTROLE NO SOLO;LOC-G
44968;PERDA DE CONTROLE NO SOLO;LOC-G
44967;POUSO SEM TREM;ARC
44966;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
44965;COLISÃO COM AVE;BIRD
44964;POUSO EM LOCAL NÃO PREVISTO;OTHR
44959;ESTOURO DE PNEU;SCF-NP
44957;COLISÃO COM AVE;BIRD
44955;ESTOURO DE PNEU;SCF-NP
44951;COLISÃO COM AVE;BIRD
44947;COLISÃO COM AVE;BIRD
44945;TRÁFEGO AÉREO;MAC
44944;COLISÃO DE AERONAVES EM VOO;MAC
44942;OUTROS;OTHR
44939;OUTROS;OTHR
44935;POUSO EM LOCAL NÃO PREVISTO;OTHR
44927;FALHA DO MOTOR EM VOO;SCF-PP
44926;FALHA DO MOTOR EM VOO;SCF-PP
44924;PERDA DE CONTROLE EM VOO;LOC-I
44922;OUTROS;OTHR
44921;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44920;TRÁFEGO AÉREO;MAC
44917;OUTROS;OTHR
44907;F.O.D.;OTHR
44906;POUSO EM LOCAL NÃO PREVISTO;OTHR
44903;FALHA DO MOTOR EM VOO;SCF-PP
44902;COM TREM DE POUSO;SCF-NP
44901;TRÁFEGO AÉREO;MAC
44897;F.O.D.;OTHR
44893;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
44892;COLISÃO COM AVE;BIRD
44891;OUTROS;OTHR
44890;OUTROS;OTHR
44888;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44887;VAZAMENTO DE OUTROS FLUIDOS;OTHR
44885;FALHA DO MOTOR EM VOO;SCF-PP
44884;FALHA DO MOTOR NO SOLO;SCF-PP
44882;COM TREM DE POUSO;SCF-NP
44881;PERDA DE CONTROLE NO SOLO;LOC-G
44880;POUSO BRUSCO;ARC
44879;PERDA DE CONTROLE EM VOO;LOC-I
44878;PERDA DE CONTROLE NO SOLO;LOC-G
44865;COLISÃO COM AVE;BIRD
44863;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
44859;OUTROS;OTHR
44858;COM TREM DE POUSO;SCF-NP
44856;TRÁFEGO AÉREO;MAC
44855;VOO CONTROLADO CONTRA O TERRENO;CFIT
44853;PERDA DE CONTROLE NO SOLO;LOC-G
44851;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
44850;PERDA DE CONTROLE EM VOO;LOC-I
44846;ESTOURO DE PNEU;SCF-NP
44845;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
44843;PERDA DE CONTROLE NO SOLO;LOC-G
44838;COM TREM DE POUSO;SCF-NP
44837;PANE SECA;FUEL
44836;PERDA DE COMPONENTE EM VOO;SCF-NP
44834;FALHA DO MOTOR EM VOO;SCF-PP
44828;POUSO EM LOCAL NÃO PREVISTO;OTHR
44820;EXCURSÃO DE PISTA;RE
44817;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
44816;PERDA DE COMPONENTE EM VOO;SCF-NP
44814;FALHA DO MOTOR EM VOO;SCF-PP
44813;INDETERMINADO;UNK
44812;TRÁFEGO AÉREO;MAC
44811;INDETERMINADO;UNK
44806;ESTOURO DE PNEU;SCF-NP
44804;POUSO EM LOCAL NÃO PREVISTO;OTHR
44801;ESTOURO DE PNEU;SCF-NP
44796;FALHA DO MOTOR EM VOO;SCF-PP
44795;INDETERMINADO;UNK
44794;PERDA DE CONTROLE NO SOLO;LOC-G
44793;POUSO EM LOCAL NÃO PREVISTO;OTHR
44784;ESTOURO DE PNEU;SCF-NP
44780;FALHA DO MOTOR EM VOO;SCF-PP
44777;PERDA DE CONTROLE NO SOLO;LOC-G
44775;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
44772;ESTOURO DE PNEU;SCF-NP
44770;ESTOURO DE PNEU;SCF-NP
44769;COLISÃO COM AVE;BIRD
44766;OUTROS;OTHR
44763;COM TREM DE POUSO;SCF-NP
44762;PERDA DE CONTROLE EM VOO;LOC-I
44761;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
44759;FALHA DO MOTOR EM VOO;SCF-PP
44757;PERDA DE CONTROLE EM VOO;LOC-I
44755;PERDA DE CONTROLE EM VOO;LOC-I
44753;PERDA DE CONTROLE EM VOO;LOC-I
44751;FALHA DO MOTOR EM VOO;SCF-PP
44749;PERDA DE CONTROLE EM VOO;LOC-I
44742;OUTROS;OTHR
44741;ESTOURO DE PNEU;SCF-NP
44738;ESTOURO DE PNEU;SCF-NP
44737;OUTROS;OTHR
44736;FALHA DO MOTOR EM VOO;SCF-PP
44734;INDETERMINADO;UNK
44712;PERDA DE CONTROLE NO SOLO;LOC-G
44708;ESTOURO DE PNEU;SCF-NP
44705;EXCURSÃO DE PISTA;RE
44703;FALHA DO MOTOR EM VOO;SCF-PP
44700;OPERAÇÃO A BAIXA ALTITUDE;LALT
44700;PERDA DE CONTROLE EM VOO;LOC-I
44698;TRÁFEGO AÉREO;MAC
44677;COLISÃO COM AVE;BIRD
44670;PANE SECA;FUEL
44661;OUTROS;OTHR
44660;VOO CONTROLADO CONTRA O TERRENO;CFIT
44656;POUSO LONGO;RE
44655;COM TREM DE POUSO;SCF-NP
44652;POUSO LONGO;RE
44649;COM COMANDOS DE VOO;SCF-NP
44648;TRÁFEGO AÉREO;MAC
44647;COLISÃO COM AVE;BIRD
44645;PERDA DE CONTROLE NO SOLO;LOC-G
44644;PERDA DE CONTROLE NO SOLO;LOC-G
44635;COLISÃO COM AVE;BIRD
44630;PERDA DE CONTROLE NO SOLO;LOC-G
44629;PERDA DE CONTROLE NO SOLO;LOC-G
44627;POUSO SEM TREM;ARC
44614;COM ROTOR;SCF-PP
44612;OPERAÇÃO A BAIXA ALTITUDE;LALT
44611;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44609;POUSO EM LOCAL NÃO PREVISTO;OTHR
44606;PERDA DE CONTROLE EM VOO;LOC-I
44602;POUSO BRUSCO;ARC
44601;EXCURSÃO DE PISTA;RE
44601;PERDA DE CONTROLE NO SOLO;LOC-G
44598;PERDA DE CONTROLE NO SOLO;LOC-G
44597;COM TRANSPORTE DE CARGA;OTHR
44594;COLISÃO COM AVE;BIRD
44592;INDETERMINADO;UNK
44589;POUSO SEM TREM;ARC
44580;ESTOURO DE PNEU;SCF-NP
44579;PERDA DE CONTROLE EM VOO;LOC-I
44577;POUSO EM LOCAL NÃO PREVISTO;OTHR
44576;INDETERMINADO;UNK
44575;OUTROS;OTHR
44571;ESTOURO DE PNEU;SCF-NP
44569;PERDA DE COMPONENTE NO SOLO;SCF-NP
44564;TRÁFEGO AÉREO;MAC
44556;TRÁFEGO AÉREO;MAC
44554;FALHA DO MOTOR EM VOO;SCF-PP
44553;FALHA DO MOTOR EM VOO;SCF-PP
44552;FOGO NO SOLO;F-NI
44549;OUTROS;OTHR
44548;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44545;PERDA DE CONTROLE NO SOLO;LOC-G
44543;OPERAÇÃO A BAIXA ALTITUDE;LALT
44543;PERDA DE CONTROLE EM VOO;LOC-I
44542;TRÁFEGO AÉREO;MAC
44541;DESORIENTAÇÃO ESPACIAL;OTHR
44540;TRÁFEGO AÉREO;MAC
44539;PANE SECA;FUEL
44538;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
44537;TRÁFEGO AÉREO;MAC
44536;PERDA DE CONTROLE NO SOLO;LOC-G
44533;PANE SECA;FUEL
44531;PANE SECA;FUEL
44530;FALHA DO MOTOR EM VOO;SCF-PP
44528;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
44527;FUMAÇA NA CABINE;F-NI
44517;COLISÃO COM AVE;BIRD
44515;FALHA DO MOTOR EM VOO;SCF-PP
44512;COM TREM DE POUSO;SCF-NP
44510;EXCURSÃO DE PISTA;RE
44510;PERDA DE CONTROLE NO SOLO;LOC-G
44509;OUTROS;OTHR
44508;OUTROS;OTHR
44507;F.O.D.;OTHR
44506;COM COMANDOS DE VOO;SCF-NP
44504;FOGO EM VOO;F-NI
44502;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44501;ESTOURO DE PNEU;SCF-NP
44492;PERDA DE COMPONENTE EM VOO;SCF-NP
44489;ESTOURO DE PNEU;SCF-NP
44487;PERDA DE COMPONENTE EM VOO;SCF-NP
44485;VAZAMENTO DE OUTROS FLUIDOS;OTHR
44484;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
44483;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44481;TRÁFEGO AÉREO;MAC
44480;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44479;ESTOURO DE PNEU;SCF-NP
44464;PERDA DE CONTROLE NO SOLO;LOC-G
44463;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
44458;FALHA DO MOTOR EM VOO;SCF-PP
44448;PERDA DE CONTROLE NO SOLO;LOC-G
44442;OUTROS;OTHR
44441;PERDA DE COMPONENTE EM VOO;SCF-NP
44439;POUSO EM LOCAL NÃO PREVISTO;OTHR
44437;POUSO LONGO;RE
44436;PERDA DE CONTROLE EM VOO;LOC-I
44435;TRÁFEGO AÉREO;MAC
44434;INDETERMINADO;UNK
44432;OUTROS;OTHR
44431;ESTOURO DE PNEU;SCF-NP
44430;ESTOURO DE PNEU;SCF-NP
44427;COLISÃO COM AVE;BIRD
44425;ESTOURO DE PNEU;SCF-NP
44424;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
44422;OUTROS;OTHR
44420;COLISÃO COM AVE;BIRD
44407;COLISÃO COM AVE;BIRD
44405;OUTROS;OTHR
44404;EXCURSÃO DE PISTA;RE
44404;PERDA DE CONTROLE NO SOLO;LOC-G
44403;PERDA DE CONTROLE NO SOLO;LOC-G
44402;COM TREM DE POUSO;SCF-NP
44400;POUSO BRUSCO;ARC
44399;PANE SECA;FUEL
44395;TRÁFEGO AÉREO;MAC
44390;ESTOURO DE PNEU;SCF-NP
44378;COM TREM DE POUSO;SCF-NP
44377;PERDA DE CONTROLE NO SOLO;LOC-G
44374;COLISÃO COM AVE;BIRD
44361;FALHA ESTRUTURAL;SCF-NP
44358;OUTROS;OTHR
44355;ESTOURO DE PNEU;SCF-NP
44348;FUMAÇA NA CABINE;F-NI
44347;FALHA DO MOTOR EM VOO;SCF-PP
44346;OUTROS;OTHR
44344;OUTROS;OTHR
44340;PERDA DE CONTROLE EM VOO;LOC-I
44339;PERDA DE CONTROLE NO SOLO;LOC-G
44338;POUSO EM LOCAL NÃO PREVISTO;OTHR
44336;PERDA DE CONTROLE NO SOLO;LOC-G
44329;COLISÃO COM AVE;BIRD
44327;ESTOURO DE PNEU;SCF-NP
44325;COLISÃO COM AVE;BIRD
44321;COM HÉLICE;SCF-PP
44319;FALHA DO MOTOR EM VOO;SCF-PP
44318;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44316;PERDA DE CONTROLE EM VOO;LOC-I
44315;TRÁFEGO AÉREO;MAC
44248;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
44244;ESTOURO DE PNEU;SCF-NP
44244;POUSO LONGO;RE
44242;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44238;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44235;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
44233;POUSO EM LOCAL NÃO PREVISTO;OTHR
44231;COM TREM DE POUSO;SCF-NP
44198;INDETERMINADO;UNK
44188;OUTROS;OTHR
44173;COLISÃO COM AVE;BIRD
44159;COLISÃO COM AVE;BIRD
44156;COLISÃO COM AVE;BIRD
44155;COLISÃO COM AVE;BIRD
44153;COLISÃO COM AVE;BIRD
44149;COLISÃO COM AVE;BIRD
44148;COLISÃO COM AVE;BIRD
44146;FALHA DO MOTOR EM VOO;SCF-PP
44144;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
44143;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
44141;FALHA DO MOTOR EM VOO;SCF-PP
44140;PERDA DE CONTROLE EM VOO;LOC-I
44131;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44128;ESTOURO DE PNEU;SCF-NP
44125;PERDA DE CONTROLE NO SOLO;LOC-G
44122;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
44118;PERDA DE CONTROLE EM VOO;LOC-I
44087;ESTOURO DE PNEU;SCF-NP
44086;OUTROS;OTHR
44085;OUTROS;OTHR
44082;DESORIENTAÇÃO ESPACIAL;OTHR
44081;PERDA DE CONTROLE EM VOO;LOC-I
44079;PANE SECA;FUEL
44078;FALHA DO MOTOR EM VOO;SCF-PP
44064;ESTOURO DE PNEU;SCF-NP
44062;COM TREM DE POUSO;SCF-NP
44062;EXCURSÃO DE PISTA;RE
44060;COLISÃO COM AVE;BIRD
44055;COLISÃO COM AVE;BIRD
44052;COLISÃO COM AVE;BIRD
44045;VAZAMENTO DE OUTROS FLUIDOS;OTHR
44043;OUTROS;OTHR
44040;PERDA DE CONTROLE NO SOLO;LOC-G
44022;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
44017;ESTOURO DE PNEU;SCF-NP
44014;OUTROS;OTHR
44012;FALHA DO MOTOR EM VOO;SCF-PP
44011;TRÁFEGO AÉREO;MAC
44009;TRÁFEGO AÉREO;MAC
44008;OUTROS;OTHR
44007;TRÁFEGO AÉREO;MAC
44005;TRÁFEGO AÉREO;MAC
44004;TRÁFEGO AÉREO;MAC
44003;FALHA DO MOTOR EM VOO;SCF-PP
44001;COM TREM DE POUSO;SCF-NP
43998;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43994;FALHA DO MOTOR EM VOO;SCF-PP
43992;COM TREM DE POUSO;SCF-NP
43989;FALHA DO MOTOR EM VOO;SCF-PP
43988;PANE SECA;FUEL
43986;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43986;PERDA DE CONTROLE EM VOO;LOC-I
43984;PANE SECA;FUEL
43983;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43981;OUTROS;OTHR
43980;OUTROS;OTHR
43979;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43978;POUSO LONGO;RE
43977;FALHA DO MOTOR EM VOO;SCF-PP
43975;TRÁFEGO AÉREO;MAC
43973;PERDA DE CONTROLE NO SOLO;LOC-G
43946;COLISÃO COM AVE;BIRD
43945;COLISÃO COM AVE;BIRD
43921;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43915;POUSO LONGO;RE
43914;FALHA DO MOTOR EM VOO;SCF-PP
43913;FALHA DO MOTOR EM VOO;SCF-PP
43912;F.O.D.;OTHR
43911;PERDA DE CONTROLE EM VOO;LOC-I
43910;POUSO EM LOCAL NÃO PREVISTO;OTHR
43909;PERDA DE CONTROLE EM VOO;LOC-I
43908;OPERAÇÃO A BAIXA ALTITUDE;LALT
43906;PERDA DE CONTROLE EM VOO;LOC-I
43904;FALHA DO MOTOR EM VOO;SCF-PP
43903;EXCURSÃO DE PISTA;RE
43903;PERDA DE CONTROLE NO SOLO;LOC-G
43901;EXCURSÃO DE PISTA;RE
43901;FALHA DO MOTOR EM VOO;SCF-PP
43900;POUSO EM LOCAL NÃO PREVISTO;OTHR
43899;COM TREM DE POUSO;SCF-NP
43895;ESTOURO DE PNEU;SCF-NP
43894;FALHA DO MOTOR EM VOO;SCF-PP
43885;COLISÃO COM AVE;BIRD
43876;COLISÃO COM AVE;BIRD
43875;CORTE INVOLUNTÁRIO DO MOTOR;OTHR
43874;PERDA DE CONTROLE NO SOLO;LOC-G
43873;ESTOURO DE PNEU;SCF-NP
43872;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
43871;COLISÃO COM AVE;BIRD
43870;COM TREM DE POUSO;SCF-NP
43869;COLISÃO DE AERONAVES EM VOO;MAC
43842;PERDA DE CONTROLE NO SOLO;LOC-G
43838;COLISÃO COM AVE;BIRD
43837;COM LANÇAMENTO DE CARGA;OTHR
43836;COLISÃO COM AVE;BIRD
43832;PERDA DE CONTROLE EM VOO;LOC-I
43831;COLISÃO COM AVE;BIRD
43829;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43828;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43820;PANE SECA;FUEL
43819;COLISÃO COM AVE;BIRD
43818;COLISÃO COM AVE;BIRD
43817;COLISÃO COM AVE;BIRD
43814;PANE SECA;FUEL
43812;PERDA DE CONTROLE NO SOLO;LOC-G
43811;POUSO SEM TREM;ARC
43809;OPERAÇÃO A BAIXA ALTITUDE;LALT
43808;VOO CONTROLADO CONTRA O TERRENO;CFIT
43806;ESTOURO DE PNEU;SCF-NP
43802;TRÁFEGO AÉREO;MAC
43794;PERDA DE CONTROLE EM VOO;LOC-I
43793;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43790;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43779;ESTOURO DE PNEU;SCF-NP
43778;FALHA DO MOTOR EM VOO;SCF-PP
43776;PERDA DE CONTROLE NO SOLO;LOC-G
43775;PERDA DE CONTROLE EM VOO;LOC-I
43774;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43767;COLISÃO COM AVE;BIRD
43764;PERDA DE CONTROLE NO SOLO;LOC-G
43754;COLISÃO COM AVE;BIRD
43752;OUTROS;OTHR
43742;OUTROS;OTHR
43738;ESTOURO DE PNEU;SCF-NP
43735;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
43733;COLISÃO COM AERONAVE NO SOLO;GCOL
43732;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
43731;FALHA DO MOTOR EM VOO;SCF-PP
43730;COM TREM DE POUSO;SCF-NP
43729;INDETERMINADO;UNK
43727;PERDA DE CONTROLE NO SOLO;LOC-G
43726;PERDA DE CONTROLE EM VOO;LOC-I
43725;PERDA DE CONTROLE NO SOLO;LOC-G
43724;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
43722;PERDA DE CONTROLE NO SOLO;LOC-G
43721;COM TREM DE POUSO;SCF-NP
43721;EXCURSÃO DE PISTA;RE
43719;PERDA DE CONTROLE EM VOO;LOC-I
43715;VAZAMENTO DE COMBUSTÍVEL;SCF-NP
43711;OUTROS;OTHR
43707;FALHA DO MOTOR EM VOO;SCF-PP
43706;FALHA DO MOTOR EM VOO;SCF-PP
43705;VOO CONTROLADO CONTRA O TERRENO;CFIT
43704;FALHA ESTRUTURAL;SCF-NP
43703;PERDA DE CONTROLE NO SOLO;LOC-G
43702;FALHA DO MOTOR EM VOO;SCF-PP
43700;PERDA DE CONTROLE NO SOLO;LOC-G
43699;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43697;CORTE INVOLUNTÁRIO DO MOTOR;OTHR
43692;FALHA DO MOTOR EM VOO;SCF-PP
43685;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43684;FALHA DO MOTOR EM VOO;SCF-PP
43680;ESTOURO DE PNEU;SCF-NP
43678;ESTOURO DE PNEU;SCF-NP
43671;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43668;COM TREM DE POUSO;SCF-NP
43668;EXCURSÃO DE PISTA;RE
43667;OUTROS;OTHR
43658;PERDA DE CONTROLE EM VOO;LOC-I
43657;PERDA DE CONTROLE EM VOO;LOC-I
43656;PERDA DE CONTROLE NO SOLO;LOC-G
43655;ESTOURO DE PNEU;SCF-NP
43653;OUTROS;OTHR
43652;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43649;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
43648;COLISÃO COM AVE;BIRD
43643;ESTOURO DE PNEU;SCF-NP
43642;PERDA DE CONTROLE NO SOLO;LOC-G
43639;PERDA DE CONTROLE NO SOLO;LOC-G
43637;ESTOURO DE PNEU;SCF-NP
43634;COM TREM DE POUSO;SCF-NP
43633;EXCURSÃO DE PISTA;RE
43633;PERDA DE CONTROLE NO SOLO;LOC-G
43631;FALHA DO MOTOR EM VOO;SCF-PP
43630;FALHA DO MOTOR EM VOO;SCF-PP
43629;PERDA DE CONTROLE EM VOO;LOC-I
43628;POUSO SEM TREM;ARC
43620;COLISÃO COM AVE;BIRD
43619;COLISÃO COM AVE;BIRD
43610;COLISÃO COM AVE;BIRD
43603;COLISÃO COM AVE;BIRD
43589;COLISÃO COM AVE;BIRD
43581;COLISÃO COM AVE;BIRD
43578;COLISÃO COM AVE;BIRD
43572;COLISÃO COM AVE;BIRD
43555;COLISÃO COM AVE;BIRD
43551;COLISÃO COM AVE;BIRD
43548;COLISÃO COM AVE;BIRD
43547;COLISÃO COM AVE;BIRD
43538;COLISÃO COM AVE;BIRD
43534;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
43531;COLISÃO COM AVE;BIRD
43527;COLISÃO COM AVE;BIRD
43524;INDETERMINADO;UNK
43503;COM COMANDOS DE VOO;SCF-NP
43480;FALHA DO MOTOR EM VOO;SCF-PP
43474;FALHA DO MOTOR EM VOO;SCF-PP
43473;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
43473;EXCURSÃO DE PISTA;RE
43472;COM TREM DE POUSO;SCF-NP
43472;EXCURSÃO DE PISTA;RE
43471;FALHA DO MOTOR EM VOO;SCF-PP
43470;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43467;OUTROS;OTHR
43466;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43465;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
43464;COM TREM DE POUSO;SCF-NP
43463;COMBUSTÍVEL;FUEL
43462;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
43461;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43459;EXCURSÃO DE PISTA;RE
43459;PERDA DE CONTROLE NO SOLO;LOC-G
43458;FALHA DO MOTOR EM VOO;SCF-PP
43457;COM TREM DE POUSO;SCF-NP
43455;FALHA DO MOTOR EM VOO;SCF-PP
43454;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
43452;FALHA DO MOTOR EM VOO;SCF-PP
43451;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
43451;EXCURSÃO DE PISTA;RE
43450;PERDA DE CONTROLE EM VOO;LOC-I
43449;PERDA DE CONTROLE NO SOLO;LOC-G
43447;PERDA DE CONTROLE NO SOLO;LOC-G
43446;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
43439;TRÁFEGO AÉREO;MAC
43414;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
43407;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
43406;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
43405;F.O.D.;OTHR
43404;PERDA DE CONTROLE EM VOO;LOC-I
43403;FALHA DO MOTOR EM VOO;SCF-PP
43393;PANE SECA;FUEL
43392;INDETERMINADO;UNK
43390;PANE SECA;FUEL
43389;OUTROS;OTHR
43385;PERDA DE COMPONENTE NO SOLO;SCF-NP
43384;COM TREM DE POUSO;SCF-NP
43383;COM TREM DE POUSO;SCF-NP
43374;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43365;COLISÃO COM AVE;BIRD
43361;PERDA DE CONTROLE NO SOLO;LOC-G
43350;PERDA DE COMPONENTE NO SOLO;SCF-NP
43348;PERDA DE CONTROLE NO SOLO;LOC-G
43335;COLISÃO COM AVE;BIRD
43333;COLISÃO COM AVE;BIRD
43329;COLISÃO COM AVE;BIRD
43325;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43321;PERDA DE CONTROLE EM VOO;LOC-I
43318;COLISÃO COM AVE;BIRD
43294;PERDA DE CONTROLE EM VOO;LOC-I
43290;PERDA DE CONTROLE EM VOO;LOC-I
43289;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
43288;COLISÃO COM AVE;BIRD
43283;OUTROS;OTHR
43282;POUSO BRUSCO;ARC
43268;OPERAÇÃO A BAIXA ALTITUDE;LALT
43266;PERDA DE CONTROLE EM VOO;LOC-I
43264;FALHA DO MOTOR EM VOO;SCF-PP
43263;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
43262;PERDA DE CONTROLE NO SOLO;LOC-G
43261;COLISÃO COM AVE;BIRD
43260;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
43259;COM TREM DE POUSO;SCF-NP
43258;PERDA DE CONTROLE NO SOLO;LOC-G
43257;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43256;PANE SECA;FUEL
43253;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43171;TRÁFEGO AÉREO;MAC
43158;FALHA DO MOTOR EM VOO;SCF-PP
43157;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43156;ESTOURO DE PNEU;SCF-NP
43155;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43153;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
43132;POUSO EM LOCAL NÃO PREVISTO;OTHR
43095;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43094;CORTE INVOLUNTÁRIO DO MOTOR;OTHR
43093;FALHA DO MOTOR EM VOO;SCF-PP
43091;PERDA DE CONTROLE NO SOLO;LOC-G
43090;ESTOURO DE PNEU;SCF-NP
43089;PERDA DE CONTROLE NO SOLO;LOC-G
43086;ESTOURO DE PNEU;SCF-NP
43085;FALHA DO MOTOR EM VOO;SCF-PP
43083;FALHA DO MOTOR NO SOLO;SCF-PP
43082;OUTROS;OTHR
43070;POUSO SEM TREM;ARC
43067;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
43065;FALHA DO MOTOR EM VOO;SCF-PP
43064;POUSO BRUSCO;ARC
43063;PERDA DE CONTROLE EM VOO;LOC-I
43062;PERDA DE CONTROLE EM VOO;LOC-I
43061;ESTOURO DE PNEU;SCF-NP
43044;FALHA ESTRUTURAL;SCF-NP
43043;PERDA DE CONTROLE EM VOO;LOC-I
43042;FALHA DO MOTOR EM VOO;SCF-PP
43035;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43033;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
43030;VAZAMENTO DE OUTROS FLUIDOS;OTHR
43027;FALHA DO MOTOR EM VOO;SCF-PP
